id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
Cse1l	4	0.92469	0.92449	1	19211	0	0.20223	0.044096	0.10948	0.973996	2262	3	0.20223
Tap1	4	0.96506	0.96496	1	20152	0	0.11062	0.044119	0.10952	0.973996	2263	2	0.11062
Srcap	4	0.94046	0.94037	1	19564	0	0.20831	0.044128	0.10954	0.973996	2264	3	0.20831
Sugt1	4	0.20383	0.34009	1	6845	2	-0.079713	0.044146	0.10958	0.973996	2265	1	-0.079713
Cblif	4	0.13153	0.26414	1	5257	1	0.00067495	0.044195	0.10968	0.973996	2266	1	0.00067495
Obscn	4	0.77477	0.77779	1	16043	1	0.077119	0.04421	0.10971	0.973996	2267	2	0.077119
Tbrg4	4	0.98138	0.98139	1	20546	0	0.14228	0.044229	0.10975	0.973996	2268	3	0.14228
Sfn	4	0.90745	0.90721	1	18832	0	0.054209	0.044292	0.10987	0.973996	2269	1	0.054209
Phldb1	4	0.44269	0.58171	1	11621	1	0.10612	0.044304	0.10989	0.973996	2270	3	0.10612
Mindy4	4	0.76095	0.76622	1	15799	1	0.12226	0.04433	0.10994	0.973996	2271	3	0.12226
Fam50b	4	0.88632	0.88608	1	18370	0	0.14398	0.044415	0.11011	0.973996	2272	3	0.14398
Efcc1	4	0.4292	0.57556	1	11466	2	-0.045893	0.044438	0.11014	0.973996	2273	1	-0.045893
Serpina3a	4	0.73585	0.74628	1	15370	1	0.11723	0.044454	0.11018	0.973996	2274	3	0.11723
Rmdn3	4	0.81773	0.81738	1	16908	0	0.16063	0.044532	0.11033	0.973996	2275	3	0.16063
Inhbe	4	0.92802	0.92779	1	19286	0	0.13155	0.044539	0.11035	0.973996	2276	3	0.13155
Slc24a5	4	0.60747	0.66274	1	13501	1	0.11823	0.04461	0.11048	0.973996	2277	3	0.11823
Haspin	4	0.80752	0.8074	1	16696	1	0.15028	0.044696	0.11065	0.973996	2278	3	0.15028
Coq3	4	0.14637	0.27982	1	5577	1	0.14148	0.044713	0.11068	0.973996	2279	2	0.14148
Tspan4	4	0.26026	0.39896	1	8006	1	0.12977	0.044724	0.11071	0.973996	2280	3	0.12977
Ebf1	4	0.62968	0.67566	1	13785	1	0.065301	0.04473	0.11072	0.973996	2281	2	0.065301
Ccdc146	4	0.1493	0.28285	1	5650	2	-0.040804	0.044778	0.11081	0.973996	2282	1	-0.040804
Ogfod1	4	0.71856	0.73335	1	15097	1	0.11105	0.04485	0.11095	0.973996	2283	3	0.11105
Pdcd2l	4	0.155	0.28887	1	5785	1	0.024084	0.044876	0.111	0.973996	2284	2	0.024084
Prdx3	4	0.33479	0.4766	1	9492	1	0.10172	0.044919	0.11108	0.973996	2285	2	0.10172
Stx16	4	0.95857	0.95851	1	20000	0	0.055765	0.044924	0.1111	0.973996	2286	2	0.055765
Dkk1	4	0.69684	0.71801	1	14737	1	0.097615	0.045031	0.1113	0.973996	2287	3	0.097615
Mis18a	4	0.20101	0.33719	1	6773	2	-0.032764	0.045046	0.11132	0.973996	2288	1	-0.032764
Mrpl54	4	0.9668	0.9667	1	20200	0	0.13117	0.045056	0.11134	0.973996	2289	3	0.13117
Chrm5	4	0.13546	0.26834	1	5346	1	0.044055	0.045119	0.11146	0.973996	2290	1	0.044055
Vrk2	4	0.7141	0.7301	1	15025	1	0.13756	0.045125	0.11147	0.973996	2291	3	0.13756
4930444G20Rik	4	0.93112	0.93088	1	19357	0	0.23673	0.045129	0.11148	0.973996	2292	3	0.23673
Btg1-ps1	7	0.69952	0.81821	1	14784	2	0.10976	0.04513	0.14353	1	2293	4	0.10976
Tpst2	4	0.15951	0.29361	1	5884	2	0.028567	0.045137	0.11149	0.973996	2294	2	0.028567
Gm5460	4	0.98432	0.98431	1	20624	0	0.16405	0.045167	0.11155	0.973996	2295	3	0.16405
Trpd52l3	4	0.74311	0.75193	1	15489	1	0.14138	0.045176	0.11157	0.973996	2296	3	0.14138
Vmn2r112	4	0.93972	0.93963	1	19548	0	0.15571	0.045182	0.11158	0.973996	2297	3	0.15571
Olfr69	4	0.49785	0.60648	1	12201	1	0.11345	0.045215	0.11164	0.973996	2298	3	0.11345
Timm50	3	0.28122	0.41005	1	8435	1	0.19487	0.045234	0.10813	0.973996	2299	2	0.19487
Med24	4	0.93204	0.93177	1	19372	0	0.16846	0.045252	0.11171	0.973996	2300	3	0.16846
H2-M3	4	0.14629	0.27973	1	5575	2	-0.027556	0.045264	0.11174	0.973996	2301	2	-0.027556
Arntl2	4	0.81569	0.81539	1	16865	1	0.10222	0.045332	0.11186	0.973996	2302	2	0.10222
Ppard	4	0.97213	0.97203	1	20330	0	0.10316	0.045347	0.1119	0.973996	2303	3	0.10316
Rxfp4	4	0.95016	0.95009	1	19795	0	0.1143	0.045355	0.11191	0.973996	2304	2	0.1143
Ddr2	4	0.6574	0.69231	1	14154	1	0.096003	0.04538	0.11196	0.973996	2305	3	0.096003
Cdh23	4	0.16774	0.30223	1	6046	1	0.10789	0.045401	0.11199	0.973996	2306	2	0.10789
Mastl	4	0.88488	0.88457	1	18341	0	0.2039	0.045407	0.112	0.973996	2307	3	0.2039
Mtdh	4	0.24163	0.37956	1	7594	1	0.06547	0.045413	0.11202	0.973996	2308	2	0.06547
2810004N23Rik	4	0.31053	0.45131	1	9028	1	0.09348	0.04547	0.11214	0.973996	2309	2	0.09348
Derl2	4	0.98331	0.98331	1	20593	0	0.19773	0.045493	0.11218	0.973996	2310	3	0.19773
NO_SITE_266	1	0.95449	0.95462	1	19906	0	0.22043	0.045507	0.045532	0.898045	2311	1	0.22043
Slc25a23	4	0.3799	0.52391	1	10437	2	0.029935	0.045507	0.11221	0.973996	2312	2	0.029935
Ppp1r16a	4	0.8452	0.8447	1	17521	0	0.10195	0.045539	0.11227	0.973996	2313	3	0.10195
Clec2h	4	0.58832	0.65203	1	13255	1	0.098597	0.045546	0.11228	0.973996	2314	3	0.098597
Dact2	4	0.84979	0.84932	1	17614	0	0.133	0.045574	0.11234	0.973996	2315	2	0.133
Ccdc127	4	0.52739	0.62054	1	12523	1	0.12067	0.045586	0.11236	0.973996	2316	3	0.12067
Cst6	4	0.10808	0.22912	1	4554	1	0.14194	0.045678	0.11252	0.973996	2317	3	0.14194
Fam20b	4	0.55234	0.633	1	12811	1	0.12318	0.045736	0.11263	0.973996	2318	3	0.12318
Rbbp8nl	4	0.71988	0.73434	1	15114	1	0.11103	0.045745	0.11265	0.973996	2319	3	0.11103
Ppp1r11	4	0.52613	0.61994	1	12508	1	0.013934	0.04575	0.11266	0.973996	2320	2	0.013934
G0s2	4	0.19221	0.32801	1	6599	2	0.036758	0.045759	0.11268	0.973996	2321	2	0.036758
Spc24	4	0.49134	0.6035	1	12128	1	0.27424	0.045793	0.11275	0.973996	2322	3	0.27424
Pogz	4	0.52822	0.62095	1	12533	1	0.0721	0.045799	0.11276	0.973996	2323	2	0.0721
Hook3	4	0.66256	0.69552	1	14229	1	0.11787	0.045804	0.11278	0.973996	2324	3	0.11787
Olfr1360	1	0.95419	0.95433	1	19902	0	0.33675	0.045808	0.045816	0.898045	2325	1	0.33675
Akt2	4	0.77754	0.78013	1	16100	1	0.14603	0.045811	0.1128	0.973996	2326	3	0.14603
Rcvrn	4	0.21471	0.3516	1	7045	1	0.061786	0.045851	0.11287	0.973996	2327	2	0.061786
Cd6	4	0.2023	0.33855	1	6803	1	0.10582	0.045896	0.11296	0.973996	2328	2	0.10582
Zfp46	4	0.91993	0.91972	1	19104	0	0.12776	0.045944	0.11307	0.973996	2329	3	0.12776
Noc3l	4	0.24351	0.38155	1	7636	2	0.19929	0.045979	0.11314	0.973996	2330	2	0.19929
Nsdhl	4	0.41313	0.55866	1	11120	2	-0.060952	0.045993	0.11316	0.973996	2331	1	-0.060952
Det1	4	0.94276	0.94263	1	19610	0	0.10158	0.046002	0.11318	0.973996	2332	2	0.10158
Msrb1	4	0.84911	0.84864	1	17600	0	0.11702	0.04606	0.11329	0.973996	2333	2	0.11702
Plcb2	4	0.76721	0.77143	1	15911	1	0.03173	0.04609	0.11335	0.973996	2334	2	0.03173
Aaas	4	0.91852	0.91833	1	19074	0	0.13965	0.046124	0.11341	0.973996	2335	3	0.13965
Rbm48	4	0.024494	0.068842	0.947751	1468	3	-0.18746	0.046139	0.11344	0.973996	2336	1	-0.18746
Crb1	4	0.97056	0.97044	1	20290	0	0.14755	0.046164	0.11349	0.973996	2337	3	0.14755
Sntg2	4	0.054993	0.13032	0.981466	2676	1	0.13819	0.046234	0.11362	0.973996	2338	3	0.13819
Trim69	4	0.81234	0.81208	1	16783	1	0.14448	0.046251	0.11365	0.973996	2339	3	0.14448
Sv2c	4	0.60609	0.66194	1	13484	1	0.15973	0.046257	0.11366	0.973996	2340	3	0.15973
Gm20763	2	0.7723	0.77176	1	15997	0	0.19702	0.046273	0.082918	0.9568	2341	1	0.19702
Nfat5	4	0.39934	0.54427	1	10801	2	-0.059896	0.046284	0.11372	0.973996	2342	1	-0.059896
Trim55	4	0.57711	0.64596	1	13111	1	0.1507	0.046305	0.11377	0.973996	2343	3	0.1507
Gm14590	3	0.91032	0.91035	1	18905	0	0.54043	0.046318	0.10963	0.973996	2344	2	0.54043
Lbr	4	0.79605	0.79662	1	16469	1	0.12247	0.046333	0.11382	0.973996	2345	3	0.12247
Txnip	2	0.90665	0.90657	1	18816	0	0.14633	0.046371	0.083068	0.9568	2346	2	0.14633
Otulinl	4	0.29796	0.4382	1	8766	1	0.0034605	0.04643	0.114	0.973996	2347	1	0.0034605
Mmd	4	0.82551	0.82507	1	17076	0	-0.013702	0.046478	0.11411	0.973996	2348	1	-0.013702
Stk32c	4	0.83509	0.83462	1	17292	0	0.10315	0.046492	0.11413	0.973996	2349	3	0.10315
Psmb5	2	0.77737	0.77684	1	16097	0	0.18127	0.046494	0.08328	0.9568	2350	1	0.18127
Mfsd13a	4	0.68096	0.70748	1	14506	1	0.11154	0.046519	0.11418	0.973996	2351	3	0.11154
Dmtn	4	0.8776	0.87727	1	18195	0	0.10515	0.046536	0.11421	0.973996	2352	2	0.10515
Ssxb8	3	0.53778	0.56741	1	12654	1	0.22186	0.046551	0.10995	0.973996	2353	2	0.22186
Grin3a	4	0.97437	0.97427	1	20379	0	0.11403	0.046552	0.11424	0.973996	2354	3	0.11403
Pcdhac2	4	0.3789	0.52287	1	10420	2	-0.040769	0.046576	0.11428	0.973996	2355	1	-0.040769
Taf4b	4	0.9548	0.95464	1	19914	0	0.1501	0.046586	0.11431	0.973996	2356	3	0.1501
Slc9a7	4	0.70217	0.72168	1	14816	1	-0.017515	0.046624	0.11438	0.973996	2357	1	-0.017515
Jpt2	4	0.82925	0.82878	1	17167	0	0.064117	0.046652	0.11443	0.973996	2358	2	0.064117
Gdf15	4	0.98351	0.9835	1	20600	0	0.092481	0.046673	0.11448	0.973996	2359	3	0.092481
Hnrnpr	4	0.94436	0.94422	1	19651	0	0.11579	0.046699	0.11453	0.973996	2360	2	0.11579
Slc9a5	4	0.72688	0.7395	1	15225	1	0.21835	0.046774	0.11468	0.973996	2361	3	0.21835
Selenbp1	4	0.30427	0.44476	1	8900	1	0.13245	0.04678	0.11469	0.973996	2362	2	0.13245
Gbp8	4	0.57518	0.64493	1	13091	1	0.12257	0.046788	0.11471	0.973996	2363	3	0.12257
Sprr3	4	0.45319	0.58632	1	11725	1	0.13048	0.046801	0.11473	0.973996	2364	3	0.13048
2010300C02Rik	4	0.82579	0.82534	1	17084	0	0.10215	0.046867	0.11486	0.974704	2365	2	0.10215
Ccdc163	4	0.79523	0.79587	1	16450	1	0.10253	0.046915	0.11495	0.974953	2366	3	0.10253
Ccr7	4	0.24745	0.38564	1	7719	2	-0.00073791	0.046964	0.11505	0.974953	2367	2	-0.00073791
Prcp	4	0.95993	0.95983	1	20045	0	0.12031	0.047037	0.1152	0.974953	2368	2	0.12031
Cln5	4	0.55146	0.63255	1	12800	1	0.1227	0.047049	0.11521	0.974953	2369	3	0.1227
Zfp711	4	0.27826	0.41775	1	8368	2	0.039627	0.047084	0.1153	0.975263	2370	2	0.039627
Igfl3	4	0.7596	0.76509	1	15781	1	0.13252	0.047154	0.11544	0.975356	2371	3	0.13252
Ldlrap1	4	0.85947	0.85907	1	17833	0	0.14039	0.047166	0.11546	0.975356	2372	3	0.14039
Jakmip2	4	0.61487	0.667	1	13591	1	0.12471	0.047233	0.11558	0.975356	2373	3	0.12471
Ndufs1	4	0.95997	0.95987	1	20046	0	0.18105	0.047248	0.11561	0.975356	2374	3	0.18105
Mup10	5	0.99402	0.99401	1	20900	0	0.091021	0.04726	0.13379	0.999991	2375	4	0.091021
Hdhd5	4	0.41064	0.55604	1	11076	1	0.12067	0.047295	0.1157	0.975356	2376	3	0.12067
Ddrgk1	4	0.028174	0.076527	0.952072	1627	2	-0.048257	0.047318	0.11574	0.975356	2377	2	-0.048257
Traf1	4	0.86669	0.8663	1	17969	0	0.11171	0.047328	0.11577	0.975356	2378	3	0.11171
Catsperb	4	0.019053	0.057291	0.938615	1225	1	0.085561	0.047342	0.11579	0.975356	2379	2	0.085561
Calhm2	4	0.49097	0.60333	1	12124	1	0.015125	0.047352	0.11581	0.975356	2380	2	0.015125
Tnf	4	0.25358	0.39207	1	7841	2	0.028823	0.0474	0.11591	0.975432	2381	2	0.028823
Gm20072	1	0.95259	0.95276	1	19867	0	1.3768	0.047406	0.047414	0.898669	2382	1	1.3768
Gtf3c4	4	0.46961	0.59358	1	11906	1	0.16313	0.047423	0.11595	0.975432	2383	3	0.16313
Lgi1	4	0.88983	0.88955	1	18442	0	0.087583	0.04743	0.11596	0.975432	2384	3	0.087583
Gm14085	4	0.1202	0.25045	1	4995	1	0.060366	0.047482	0.11606	0.975616	2385	2	0.060366
Ngef	4	0.74333	0.75209	1	15497	1	0.10449	0.047505	0.1161	0.975616	2386	3	0.10449
Grina	4	0.92732	0.92709	1	19272	0	0.11152	0.047525	0.11615	0.975616	2387	3	0.11152
Klrc2	5	0.013229	0.044729	0.915175	944	2	0.069208	0.047531	0.13446	0.999991	2388	3	0.069208
Cyp39a1	4	0.25862	0.39728	1	7970	1	0.075522	0.047541	0.11617	0.975616	2389	2	0.075522
H3c10	3	0.94178	0.94186	1	19595	0	0.13734	0.047572	0.11134	0.973996	2390	2	0.13734
Exo5	4	0.37921	0.52319	1	10428	1	0.10228	0.04762	0.11634	0.976291	2391	3	0.10228
Krt4	4	0.26646	0.40539	1	8122	1	0.068712	0.047658	0.11642	0.976372	2392	2	0.068712
2410137M14Rik	4	0.26629	0.40522	1	8118	2	-0.03652	0.047788	0.11668	0.976552	2393	1	-0.03652
Mettl2	4	0.96758	0.96747	1	20224	0	0.10739	0.047825	0.11676	0.976552	2394	3	0.10739
Ccdc57	4	0.17448	0.30937	1	6193	2	-0.026863	0.047837	0.11678	0.976552	2395	1	-0.026863
Kcnj2	4	0.93507	0.93489	1	19451	0	0.091563	0.047885	0.11687	0.976552	2396	3	0.091563
Ang5	4	0.13906	0.27217	1	5422	1	0.086288	0.047914	0.11693	0.976552	2397	3	0.086288
Rtca	4	0.37847	0.52241	1	10412	1	0.080315	0.047929	0.11695	0.976552	2398	2	0.080315
Chmp1a	4	0.45294	0.58619	1	11720	1	0.1374	0.047953	0.11699	0.976552	2399	2	0.1374
Glra2	4	0.92163	0.92142	1	19141	0	0.058663	0.047982	0.11705	0.976552	2400	2	0.058663
2510002D24Rik	4	0.96913	0.969	1	20253	0	0.12781	0.047988	0.11706	0.976552	2401	3	0.12781
Gm595	4	0.96626	0.96615	1	20178	0	0.12243	0.048	0.11708	0.976552	2402	3	0.12243
Ntmt1	4	0.96698	0.96687	1	20204	0	0.11977	0.048119	0.11731	0.976552	2403	3	0.11977
Ccnd1	4	0.97858	0.97859	1	20480	0	0.11412	0.048126	0.11733	0.976552	2404	3	0.11412
Krtap1-3	4	0.17198	0.30675	1	6141	1	0.099964	0.04816	0.11739	0.976552	2405	3	0.099964
Amhr2	4	0.51128	0.61272	1	12338	1	0.045147	0.048176	0.11742	0.976552	2406	2	0.045147
Isoc1	4	0.25761	0.39623	1	7949	1	0.069578	0.048177	0.11742	0.976552	2407	2	0.069578
Rnase12	4	0.90507	0.90476	1	18762	0	0.081566	0.048201	0.11747	0.976552	2408	3	0.081566
Rnf17	4	0.88013	0.87981	1	18247	0	0.1155	0.048212	0.1175	0.976552	2409	3	0.1155
Rasl12	8	0.31602	0.56038	1	9134	2	0.083022	0.048225	0.15573	1	2410	5	0.083022
Slco1a1	4	0.31675	0.45776	1	9151	1	0.058855	0.048271	0.1176	0.976552	2411	2	0.058855
Phlda1	4	0.77349	0.77673	1	16017	1	0.089843	0.048319	0.1177	0.976552	2412	2	0.089843
Scp2	4	0.93979	0.93969	1	19549	0	0.061885	0.048322	0.11771	0.976552	2413	2	0.061885
Zfp553	4	0.32905	0.47063	1	9369	1	0.15846	0.048336	0.11773	0.976552	2414	3	0.15846
Lypd2	4	0.6935	0.71583	1	14688	1	0.059038	0.048366	0.11779	0.976552	2415	2	0.059038
Carnmt1	4	0.78531	0.78689	1	16248	1	0.072376	0.04837	0.1178	0.976552	2416	2	0.072376
Def6	4	0.97574	0.97565	1	20409	0	0.13427	0.04839	0.11785	0.976552	2417	3	0.13427
Rab9b	4	0.91967	0.91948	1	19097	0	0.13296	0.0484	0.11787	0.976552	2418	3	0.13296
Sox15	4	0.81333	0.81305	1	16808	1	0.15424	0.048414	0.1179	0.976552	2419	3	0.15424
Sct	4	0.25988	0.39858	1	7997	2	-0.034816	0.048419	0.1179	0.976552	2420	1	-0.034816
Klc2	4	0.67466	0.70333	1	14406	1	0.073018	0.048425	0.11792	0.976552	2421	2	0.073018
POTENTIALLY_ACTIVE_19	1	0.95156	0.95173	1	19835	0	0.19827	0.048437	0.048473	0.898669	2422	1	0.19827
Hsd3b7	4	0.98081	0.9808	1	20527	0	0.089292	0.048441	0.11795	0.976552	2423	3	0.089292
Skor2	4	0.58656	0.65105	1	13237	1	0.12524	0.048448	0.11796	0.976552	2424	3	0.12524
Cnot10	4	0.83134	0.83089	1	17210	0	0.11754	0.048467	0.11799	0.976552	2425	3	0.11754
NO_SITE_963	1	0.9515	0.95166	1	19834	0	0.2482	0.0485	0.048539	0.898669	2426	1	0.2482
Tro	4	0.9657	0.9656	1	20163	0	0.11513	0.048508	0.11807	0.976552	2427	2	0.11513
Foxj1	4	0.28252	0.42215	1	8467	1	0.093669	0.04851	0.11808	0.976552	2428	3	0.093669
Sntb1	4	0.23392	0.37163	1	7448	1	0.12282	0.048603	0.11825	0.977616	2429	2	0.12282
Gm6408	1	0.95137	0.95152	1	19831	0	0.2581	0.048625	0.04868	0.898669	2430	1	0.2581
NO_SITE_595	1	0.95136	0.95151	1	19830	0	0.25639	0.048638	0.048692	0.898669	2431	1	0.25639
Fcgr2b	4	0.90255	0.90223	1	18704	0	0.065554	0.048686	0.11842	0.978629	2432	2	0.065554
Ern2	4	0.68088	0.70741	1	14505	1	0.014805	0.048709	0.11847	0.978629	2433	1	0.014805
Dnah1	4	0.43204	0.5772	1	11507	1	0.050829	0.048816	0.11868	0.979602	2434	2	0.050829
Olfr78	4	0.96748	0.96736	1	20221	0	0.11008	0.048855	0.11875	0.979857	2435	3	0.11008
Rmnd1	2	0.9511	0.95107	1	19824	0	0.10832	0.048899	0.087303	0.966706	2436	2	0.10832
Znrd1as	4	0.15617	0.29009	1	5818	2	-0.051209	0.048903	0.11885	0.979942	2437	2	-0.051209
Otud7b	4	0.83013	0.82965	1	17191	0	0.10539	0.048931	0.1189	0.979942	2438	3	0.10539
Taz	4	0.68217	0.70826	1	14523	1	0.057829	0.049	0.11904	0.980269	2439	2	0.057829
Pdlim3	4	0.95312	0.95297	1	19876	0	0.10999	0.049	0.11904	0.980269	2440	3	0.10999
Prss2	5	0.78743	0.80765	1	16295	1	0.11837	0.049017	0.13804	1	2441	3	0.11837
Gm19290	1	0.95096	0.95115	1	19815	0	0.30168	0.04904	0.049103	0.898669	2442	1	0.30168
Syce1	4	0.53185	0.6227	1	12577	1	0.12578	0.049139	0.1193	0.981274	2443	3	0.12578
Zfp493	4	0.023508	0.066754	0.94435	1430	1	0.10617	0.049159	0.11933	0.981274	2444	3	0.10617
Sdk2	4	0.88347	0.88316	1	18311	0	0.089471	0.049194	0.11942	0.981274	2445	3	0.089471
Birc7	4	0.38125	0.52533	1	10462	1	0.1515	0.049222	0.11948	0.981274	2446	3	0.1515
Sertad1	4	0.070421	0.16004	0.992267	3240	3	-0.098435	0.049242	0.11953	0.981274	2447	1	-0.098435
Itm2b	4	0.52968	0.62166	1	12551	1	0.092308	0.049243	0.11953	0.981274	2448	3	0.092308
Mri1	4	0.2314	0.36904	1	7401	1	0.10726	0.049284	0.11962	0.9814	2449	3	0.10726
Gdnf	4	0.9832	0.9832	1	20591	0	0.14693	0.049292	0.11964	0.9814	2450	3	0.14693
H13	6	0.23127	0.42274	1	7398	3	-0.055986	0.049324	0.14201	1	2451	2	-0.055986
Cnpy1	4	0.17571	0.31067	1	6221	2	-0.055504	0.049339	0.11973	0.981767	2452	1	-0.055504
Ggt7	4	0.88125	0.88089	1	18266	0	0.079159	0.049388	0.11982	0.982097	2453	3	0.079159
Cdc42ep5	4	0.94917	0.94907	1	19767	0	0.049593	0.049436	0.11992	0.982097	2454	2	0.049593
Lpo	4	0.78052	0.78268	1	16157	1	0.10802	0.049458	0.11995	0.982097	2455	3	0.10802
NO_SITE_30	1	0.95053	0.95073	1	19806	0	0.22995	0.049468	0.049557	0.898669	2456	1	0.22995
NO_SITE_784	1	0.95051	0.9507	1	19804	0	0.29456	0.049493	0.049578	0.898669	2457	1	0.29456
Tal1	4	0.9025	0.90217	1	18702	0	0.079379	0.049531	0.12009	0.982652	2458	2	0.079379
Gm6890	3	0.38356	0.46765	1	10500	1	0.18584	0.049568	0.11414	0.973996	2459	2	0.18584
Tor1a	4	0.55733	0.63557	1	12874	1	0.12397	0.049577	0.12019	0.982652	2460	3	0.12397
Dclre1b	4	0.75678	0.76281	1	15722	1	0.11763	0.049579	0.12019	0.982652	2461	2	0.11763
Telo2	4	0.20068	0.33685	1	6765	1	0.1246	0.049615	0.12027	0.982652	2462	2	0.1246
Dbndd1	4	0.71388	0.72995	1	15022	1	0.043236	0.04963	0.1203	0.982652	2463	2	0.043236
LOC115488802	4	0.17345	0.30831	1	6170	2	0.041374	0.049639	0.12031	0.982652	2464	2	0.041374
Olfr205	4	0.95469	0.95453	1	19913	0	0.13623	0.049674	0.12039	0.982652	2465	3	0.13623
Ppp1r17	4	0.96246	0.96238	1	20098	0	0.10238	0.049674	0.12039	0.982652	2466	3	0.10238
Dscam	4	0.021035	0.06146	0.938615	1325	1	0.090984	0.049709	0.12045	0.982785	2467	3	0.090984
2310050C09Rik	4	0.80917	0.80896	1	16731	1	0.019341	0.049775	0.12058	0.983183	2468	1	0.019341
Olfr835	4	0.42851	0.5748	1	11451	1	0.091524	0.049779	0.1206	0.983183	2469	3	0.091524
Ucn2	3	0.67746	0.67922	1	14444	1	-0.0014747	0.049836	0.11451	0.973996	2470	1	-0.0014747
NO_SITE_55	1	0.95013	0.95034	1	19793	0	0.15303	0.04987	0.049959	0.898801	2471	1	0.15303
She	4	0.38741	0.53171	1	10581	2	0.010377	0.04992	0.1209	0.985154	2472	2	0.010377
Rps6ka1	3	0.81113	0.81095	1	16768	0	0.014043	0.049946	0.11467	0.973996	2473	1	0.014043
Ptpn23	4	0.56754	0.6409	1	13001	1	0.098287	0.049969	0.12098	0.985154	2474	2	0.098287
Mettl7a3	3	0.10251	0.18442	0.999786	4373	1	0.096463	0.049982	0.11472	0.973996	2475	2	0.096463
Gm9780	8	0.52419	0.73378	1	12495	2	0.064974	0.050004	0.16005	1	2476	5	0.064974
AU022252	4	0.13284	0.26556	1	5293	1	0.12178	0.05001	0.12105	0.985154	2477	3	0.12178
Dnase1l1	4	0.97952	0.97954	1	20501	0	0.11013	0.050017	0.12106	0.985154	2478	2	0.11013
Glrb	4	0.9104	0.91014	1	18908	0	0.094847	0.050094	0.12121	0.985884	2479	3	0.094847
Nav2	4	0.29827	0.43852	1	8772	1	0.012323	0.050114	0.12125	0.985884	2480	2	0.012323
Socs3	4	0.87602	0.8757	1	18169	0	0.085357	0.050211	0.12144	0.987032	2481	3	0.085357
Zfp566	4	0.44864	0.58434	1	11681	1	0.052841	0.050259	0.12153	0.987379	2482	2	0.052841
Gm16442	14	0.051588	0.19549	1	2568	8	-0.14693	0.050286	0.19242	1	2483	1	-0.14693
Eya3	4	0.41456	0.56016	1	11153	1	0.11355	0.050286	0.12158	0.987452	2484	2	0.11355
Syt3	4	0.82885	0.82839	1	17155	0	0.19133	0.050443	0.12191	0.989565	2485	3	0.19133
Zswim6	4	0.87112	0.87078	1	18069	0	0.13045	0.050467	0.12196	0.989565	2486	3	0.13045
Hnrnpl	4	0.047741	0.11605	0.963532	2418	2	-0.07587	0.050501	0.12203	0.989565	2487	2	-0.07587
Gm9376	4	0.36693	0.51027	1	10186	2	-0.0032988	0.050549	0.12214	0.989565	2488	2	-0.0032988
Daxx	4	0.93356	0.93333	1	19408	0	0.1483	0.050573	0.12218	0.989565	2489	3	0.1483
Cdc45	4	0.3898	0.53423	1	10620	2	-0.019058	0.050598	0.12223	0.989565	2490	1	-0.019058
Utp15	4	0.74678	0.75482	1	15546	1	0.228	0.050601	0.12224	0.989565	2491	3	0.228
Tmc8	2	0.067742	0.11871	0.963532	3133	1	0.026805	0.050615	0.090204	0.968415	2492	1	0.026805
NO_SITE_74	1	0.94937	0.9496	1	19775	0	0.15843	0.050625	0.05068	0.901044	2493	1	0.15843
Agl	4	0.96764	0.96752	1	20225	0	0.12422	0.050693	0.12242	0.989565	2494	3	0.12422
Igfbp6	4	0.95968	0.9596	1	20037	0	0.1026	0.050707	0.12245	0.989565	2495	3	0.1026
Olfr1058	4	0.87741	0.87711	1	18193	0	0.095044	0.050743	0.12253	0.989803	2496	3	0.095044
Nifk	4	0.022147	0.063849	0.940811	1380	3	-0.22323	0.05084	0.12272	0.990425	2497	1	-0.22323
Sos2	4	0.2431	0.38111	1	7627	1	0.073233	0.050889	0.12281	0.990425	2498	2	0.073233
Ces1b	4	0.87385	0.87351	1	18129	0	0.093418	0.050891	0.12282	0.990425	2499	3	0.093418
H2-DMb1	4	0.20287	0.33912	1	6822	2	0.039106	0.050901	0.12284	0.990425	2500	2	0.039106
Sowahd	4	0.79079	0.7918	1	16367	1	0.13224	0.050926	0.12289	0.990474	2501	3	0.13224
Sash3	4	0.811	0.81076	1	16764	1	0.14781	0.050955	0.12294	0.990515	2502	3	0.14781
Adcy3	4	0.71756	0.73262	1	15080	1	0.13834	0.050985	0.123	0.990552	2503	3	0.13834
Olfr761	3	0.065207	0.13406	0.986463	3037	2	-0.16669	0.051076	0.11626	0.975975	2504	1	-0.16669
Zfp599	4	0.39825	0.54314	1	10781	2	-0.034771	0.051081	0.12319	0.990964	2505	1	-0.034771
Prph	4	0.91779	0.91761	1	19059	0	0.119	0.051111	0.12325	0.990964	2506	3	0.119
NO_SITE_28	1	0.94887	0.94909	1	19758	0	0.27815	0.051128	0.051179	0.901083	2507	1	0.27815
Rtl3	4	0.625	0.67298	1	13728	1	0.01405	0.05113	0.12328	0.990964	2508	2	0.01405
Tex46	4	0.8472	0.84671	1	17565	0	0.13428	0.051155	0.12333	0.990964	2509	3	0.13428
Rhbdl1	4	0.82843	0.82797	1	17146	0	0.046387	0.051178	0.12338	0.991005	2510	2	0.046387
Olfr1366	4	0.9576	0.95755	1	19976	0	0.088741	0.051253	0.12353	0.99183	2511	3	0.088741
