id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
Olfr237-ps1	5	0.019823	0.063219	0.939839	1262	3	-0.050507	0.77963	0.80568	1	16159	1	-0.050507
Ogn	4	0.098855	0.21263	1	4246	2	-0.063561	0.77976	0.78302	1	16160	1	-0.063561
Olfr1031	4	0.65772	0.69251	1	14157	1	0.0015143	0.77983	0.78307	1	16161	1	0.0015143
Mblac1	4	0.30149	0.44188	1	8840	2	-0.059214	0.77988	0.78312	1	16162	1	-0.059214
Vmn1r43	4	0.95182	0.9517	1	19842	0	0.033102	0.77994	0.78317	1	16163	1	0.033102
Abcg2	4	0.90143	0.9011	1	18681	0	0.02247	0.78001	0.78323	1	16164	1	0.02247
Ppp4r3a	4	0.69565	0.71723	1	14717	1	-0.009751	0.78005	0.78327	1	16165	1	-0.009751
Has2	4	0.0087427	0.029722	0.871144	679	3	-0.19372	0.78015	0.78335	1	16166	1	-0.19372
Cenpt	4	0.66615	0.69787	1	14296	1	0.018496	0.78017	0.78337	1	16167	1	0.018496
Fam210a	4	0.021953	0.063423	0.939839	1370	3	-0.18753	0.78023	0.78341	1	16168	1	-0.18753
Helz	4	0.085121	0.18755	0.999786	3764	3	-0.094738	0.78044	0.78359	1	16169	1	-0.094738
Spon2	4	0.82958	0.82913	1	17177	0	-0.016782	0.78052	0.78365	1	16170	1	-0.016782
Chrnb4	4	0.21767	0.35467	1	7110	2	-0.068482	0.78057	0.78369	1	16171	1	-0.068482
Olfr1509	4	0.12776	0.26012	1	5188	2	-0.032756	0.78062	0.78374	1	16172	1	-0.032756
Olfr1404	4	0.78136	0.78343	1	16180	1	-0.0067268	0.78063	0.78374	1	16173	1	-0.0067268
Ptpn12	4	0.61142	0.66499	1	13551	1	-0.010747	0.78068	0.78378	1	16174	1	-0.010747
H2-Eb1	4	0.35606	0.49884	1	9940	1	0.0093175	0.78078	0.78386	1	16175	1	0.0093175
NO_SITE_890	1	0.21916	0.21883	1	7149	1	-0.10819	0.78084	0.78117	1	16176	0	-0.10819
Dlk2	4	0.26001	0.39871	1	8000	2	-0.037941	0.78089	0.78395	1	16177	1	-0.037941
Dhrs2	4	0.39981	0.54478	1	10814	1	0.0084526	0.78091	0.78397	1	16178	1	0.0084526
Hsd17b11	4	0.19591	0.33188	1	6672	2	-0.046069	0.78101	0.78406	1	16179	1	-0.046069
Rdh8	4	0.76795	0.77207	1	15927	1	0.01539	0.78102	0.78408	1	16180	1	0.01539
Gja10	4	0.29413	0.4342	1	8698	2	-0.039993	0.78105	0.78411	1	16181	1	-0.039993
Nsmce1	4	0.044701	0.11008	0.961532	2287	2	-0.10779	0.78115	0.78419	1	16182	1	-0.10779
Slc38a6	4	0.7832	0.78505	1	16210	1	0.032052	0.78118	0.78423	1	16183	1	0.032052
Mfhas1	4	0.06255	0.14488	0.990445	2951	3	-0.12542	0.78121	0.78426	1	16184	1	-0.12542
Ddx10	4	0.10629	0.22598	1	4490	3	-0.1109	0.78128	0.78432	1	16185	1	-0.1109
Syt16	4	0.23384	0.37155	1	7447	2	-0.051485	0.78142	0.78444	1	16186	1	-0.051485
NO_SITE_341	1	0.21852	0.2182	1	7131	1	-0.1042	0.78148	0.78184	1	16187	0	-0.1042
NO_SITE_880	1	0.21847	0.21815	1	7128	1	-0.09884	0.78153	0.78189	1	16188	0	-0.09884
Bcl7c	4	0.24117	0.37908	1	7583	2	-0.071508	0.78158	0.78457	1	16189	1	-0.071508
Pemt	4	0.75177	0.75884	1	15633	1	-0.00033607	0.78162	0.7846	1	16190	1	-0.00033607
Ddah1	4	0.13857	0.27165	1	5408	1	0.046473	0.78173	0.78469	1	16191	1	0.046473
Phf10	4	0.44363	0.58211	1	11630	1	-0.049083	0.78179	0.78474	1	16192	1	-0.049083
Hacd1	3	0.26281	0.39077	1	8045	2	-0.058538	0.78198	0.78194	1	16193	0	-0.058538
Axl	4	0.030654	0.081611	0.952072	1726	3	-0.1453	0.78202	0.78494	1	16194	1	-0.1453
NO_SITE_369	1	0.21797	0.21763	1	7116	1	-0.093089	0.78203	0.78236	1	16195	0	-0.093089
Zfp58	4	0.93501	0.93484	1	19450	0	0.016212	0.78213	0.78503	1	16196	1	0.016212
Nanos1	4	0.28059	0.42015	1	8418	2	-0.032619	0.78218	0.78507	1	16197	1	-0.032619
Zfp111	4	0.29684	0.43703	1	8747	2	-0.061132	0.78219	0.78508	1	16198	1	-0.061132
Olfr8	2	0.4775	0.48214	1	11986	1	-0.046131	0.78223	0.78167	1	16199	0	-0.046131
Pabpc2	4	0.019461	0.058159	0.938615	1241	3	-0.14807	0.78227	0.78515	1	16200	1	-0.14807
Mpp1	4	0.16884	0.30339	1	6071	2	-0.076511	0.78232	0.78519	1	16201	1	-0.076511
March4	4	0.37011	0.51366	1	10251	2	-0.022202	0.7824	0.78526	1	16202	1	-0.022202
Olfr154	4	0.36419	0.50737	1	10134	1	0.0033818	0.78248	0.78533	1	16203	1	0.0033818
Arhgap31	4	0.0051741	0.018183	0.8016	455	3	-0.18928	0.7825	0.78534	1	16204	1	-0.18928
NO_SITE_554	1	0.21748	0.21714	1	7105	1	-0.10187	0.78252	0.78285	1	16205	0	-0.10187
Sike1	4	0.33704	0.47894	1	9537	2	-0.058344	0.78253	0.78536	1	16206	1	-0.058344
Lefty2	4	0.66677	0.69825	1	14302	1	-0.020757	0.78261	0.78543	1	16207	1	-0.020757
Cidea	4	0.022686	0.064969	0.942082	1397	3	-0.16966	0.78264	0.78546	1	16208	1	-0.16966
Dlst	4	0.8778	0.87748	1	18200	0	0.042864	0.78276	0.78557	1	16209	1	0.042864
Tulp3	4	0.55155	0.63259	1	12801	1	-0.0051678	0.78279	0.7856	1	16210	1	-0.0051678
Sec61a1	4	0.80762	0.80749	1	16699	1	-0.011225	0.78295	0.78573	1	16211	1	-0.011225
A4galt	4	0.93134	0.9311	1	19363	0	0.0086285	0.78301	0.78579	1	16212	1	0.0086285
Ppdpf	2	0.47794	0.48254	1	11990	1	-0.043915	0.78305	0.78249	1	16213	0	-0.043915
NO_SITE_240	1	0.21676	0.21641	1	7093	1	-0.087427	0.78324	0.78357	1	16214	0	-0.087427
Trim67	4	0.87266	0.87231	1	18103	0	0.00040312	0.78325	0.786	1	16215	1	0.00040312
Scarb1	4	0.021702	0.0629	0.939839	1358	2	-0.1134	0.78331	0.78606	1	16216	1	-0.1134
Creb1	4	0.0063083	0.021937	0.831165	531	3	-0.193	0.78343	0.78615	1	16217	1	-0.193
NO_SITE_512	1	0.21639	0.21605	1	7084	1	-0.095866	0.78361	0.78394	1	16218	0	-0.095866
S100a4	4	0.51491	0.61446	1	12388	1	0.00035952	0.78367	0.78635	1	16219	1	0.00035952
Ercc3	4	0.77175	0.77529	1	15990	1	-0.07327	0.78379	0.78645	1	16220	1	-0.07327
Usp3	4	0.013339	0.043959	0.915175	954	3	-0.099719	0.78387	0.78652	1	16221	1	-0.099719
