Gene1	Gene2	std_gene1	std_gene2
MRPL43	MRPL9	MRPL43	MRPL9
MRPL43	MRPL4	MRPL43	MRPL4
MRPL43	MRPL1	MRPL43	MRPL1
MRPL43	MRPL37	MRPL43	MRPL37
MRPL43	MRPL18	MRPL43	MRPL18
MRPL43	MRPL46	MRPL43	MRPL46
MRPL43	MRPL44	MRPL43	MRPL44
MRPL43	MRPL47	MRPL43	MRPL47
MRPL43	MRPL40	MRPL43	MRPL40
MRPL43	MRPL17	MRPL43	MRPL17
MRPL43	MRPL22	MRPL43	MRPL22
MRPL43	MRPL16	MRPL43	MRPL16
MRPL43	MRPL39	MRPL43	MRPL39
MRPL43	MRPL35	MRPL43	MRPL35
MRPL43	MRPL15	MRPL43	MRPL15
MRPL43	MRPL36	MRPL43	MRPL36
MRPL43	MRPL27	MRPL43	MRPL27
MRPL43	MRPL11	MRPL43	MRPL11
MRPL43	MRPL42	MRPL43	MRPL42
MRPL30	MRPL24	MRPL30	MRPL24
MRPL30	MRPL38	MRPL30	MRPL38
MRPL30	MRPL53	MRPL30	MRPL53
MRPL30	MRPL48	MRPL30	MRPL48
MRPL30	MRPL34	MRPL30	MRPL34
MRPL30	MRPL45	MRPL30	MRPL45
MRPL30	MRPL32	MRPL30	MRPL32
MRPL30	MRPL20	MRPL30	MRPL20
MRPL30	MRPL13	MRPL30	MRPL13
MRPL30	MRPL9	MRPL30	MRPL9
MRPL30	MRPL4	MRPL30	MRPL4
MRPL30	MRPL1	MRPL30	MRPL1
MRPL30	MRPL37	MRPL30	MRPL37
MRPL30	MRPL18	MRPL30	MRPL18
MRPL30	MRPL46	MRPL30	MRPL46
MRPL30	MRPL44	MRPL30	MRPL44
MRPL30	MRPL47	MRPL30	MRPL47
MRPL30	MRPL40	MRPL30	MRPL40
MRPL30	MRPL17	MRPL30	MRPL17
MRPL30	MRPL22	MRPL30	MRPL22
MRPL30	MRPL16	MRPL30	MRPL16
MRPL30	MRPL39	MRPL30	MRPL39
MRPL30	MRPL35	MRPL30	MRPL35
MRPL30	MRPL15	MRPL30	MRPL15
MRPL30	MRPL36	MRPL30	MRPL36
MRPL30	MRPL27	MRPL30	MRPL27
MRPL30	MRPL11	MRPL30	MRPL11
MRPL30	MRPL42	MRPL30	MRPL42
MRPL24	MRPL38	MRPL24	MRPL38
MRPL24	MRPL53	MRPL24	MRPL53
MRPL24	MRPL48	MRPL24	MRPL48
MRPL24	MRPL34	MRPL24	MRPL34
MRPL24	MRPL45	MRPL24	MRPL45
MRPL24	MRPL32	MRPL24	MRPL32
MRPL24	MRPL20	MRPL24	MRPL20
MRPL24	MRPL13	MRPL24	MRPL13
MRPL24	MRPL9	MRPL24	MRPL9
MRPL24	MRPL4	MRPL24	MRPL4
MRPL24	MRPL1	MRPL24	MRPL1
MRPL24	MRPL37	MRPL24	MRPL37
MRPL24	MRPL18	MRPL24	MRPL18
MRPL24	MRPL46	MRPL24	MRPL46
MRPL24	MRPL44	MRPL24	MRPL44
MRPL24	MRPL47	MRPL24	MRPL47
MRPL24	MRPL40	MRPL24	MRPL40
MRPL24	MRPL17	MRPL24	MRPL17
MRPL24	MRPL22	MRPL24	MRPL22
MRPL24	MRPL16	MRPL24	MRPL16
MRPL24	MRPL39	MRPL24	MRPL39
MRPL24	MRPL35	MRPL24	MRPL35
MRPL24	MRPL15	MRPL24	MRPL15
MRPL24	MRPL36	MRPL24	MRPL36
MRPL24	MRPL27	MRPL24	MRPL27
MRPL24	MRPL11	MRPL24	MRPL11
MRPL24	MRPL42	MRPL24	MRPL42
MRPL38	MRPL53	MRPL38	MRPL53
MRPL38	MRPL48	MRPL38	MRPL48
MRPL38	MRPL34	MRPL38	MRPL34
MRPL38	MRPL45	MRPL38	MRPL45
MRPL38	MRPL32	MRPL38	MRPL32
MRPL38	MRPL20	MRPL38	MRPL20
MRPL38	MRPL13	MRPL38	MRPL13
MRPL38	MRPL9	MRPL38	MRPL9
MRPL38	MRPL4	MRPL38	MRPL4
MRPL38	MRPL1	MRPL38	MRPL1
MRPL38	MRPL37	MRPL38	MRPL37
MRPL38	MRPL18	MRPL38	MRPL18
MRPL38	MRPL46	MRPL38	MRPL46
MRPL38	MRPL44	MRPL38	MRPL44
MRPL38	MRPL47	MRPL38	MRPL47
MRPL38	MRPL40	MRPL38	MRPL40
MRPL38	MRPL17	MRPL38	MRPL17
MRPL38	MRPL22	MRPL38	MRPL22
MRPL38	MRPL16	MRPL38	MRPL16
MRPL38	MRPL39	MRPL38	MRPL39
MRPL38	MRPL35	MRPL38	MRPL35
MRPL38	MRPL15	MRPL38	MRPL15
MRPL38	MRPL36	MRPL38	MRPL36
MRPL38	MRPL27	MRPL38	MRPL27
MRPL38	MRPL11	MRPL38	MRPL11
MRPL38	MRPL42	MRPL38	MRPL42
MRPL53	MRPL48	MRPL53	MRPL48
MRPL53	MRPL34	MRPL53	MRPL34
MRPL53	MRPL45	MRPL53	MRPL45
MRPL53	MRPL32	MRPL53	MRPL32
MRPL53	MRPL20	MRPL53	MRPL20
MRPL53	MRPL13	MRPL53	MRPL13
MRPL53	MRPL9	MRPL53	MRPL9
MRPL53	MRPL4	MRPL53	MRPL4
MRPL53	MRPL1	MRPL53	MRPL1
MRPL53	MRPL37	MRPL53	MRPL37
MRPL53	MRPL18	MRPL53	MRPL18
MRPL53	MRPL46	MRPL53	MRPL46
MRPL53	MRPL44	MRPL53	MRPL44
MRPL53	MRPL47	MRPL53	MRPL47
MRPL53	MRPL40	MRPL53	MRPL40
MRPL53	MRPL17	MRPL53	MRPL17
MRPL53	MRPL22	MRPL53	MRPL22
MRPL53	MRPL16	MRPL53	MRPL16
MRPL53	MRPL39	MRPL53	MRPL39
MRPL53	MRPL35	MRPL53	MRPL35
MRPL53	MRPL15	MRPL53	MRPL15
MRPL53	MRPL36	MRPL53	MRPL36
MRPL53	MRPL27	MRPL53	MRPL27
MRPL53	MRPL11	MRPL53	MRPL11
MRPL53	MRPL42	MRPL53	MRPL42
MRPL48	MRPL34	MRPL48	MRPL34
MRPL48	MRPL45	MRPL48	MRPL45
MRPL48	MRPL32	MRPL48	MRPL32
MRPL48	MRPL20	MRPL48	MRPL20
MRPL48	MRPL13	MRPL48	MRPL13
MRPL48	MRPL9	MRPL48	MRPL9
MRPL48	MRPL4	MRPL48	MRPL4
MRPL48	MRPL1	MRPL48	MRPL1
MRPL48	MRPL37	MRPL48	MRPL37
MRPL48	MRPL18	MRPL48	MRPL18
MRPL48	MRPL46	MRPL48	MRPL46
MRPL48	MRPL44	MRPL48	MRPL44
MRPL48	MRPL47	MRPL48	MRPL47
MRPL48	MRPL40	MRPL48	MRPL40
MRPL48	MRPL17	MRPL48	MRPL17
MRPL48	MRPL22	MRPL48	MRPL22
MRPL48	MRPL16	MRPL48	MRPL16
MRPL48	MRPL39	MRPL48	MRPL39
MRPL48	MRPL35	MRPL48	MRPL35
MRPL48	MRPL15	MRPL48	MRPL15
MRPL48	MRPL36	MRPL48	MRPL36
MRPL48	MRPL27	MRPL48	MRPL27
MRPL48	MRPL11	MRPL48	MRPL11
MRPL48	MRPL42	MRPL48	MRPL42
MRPL34	MRPL45	MRPL34	MRPL45
MRPL34	MRPL32	MRPL34	MRPL32
MRPL34	MRPL20	MRPL34	MRPL20
MRPL34	MRPL13	MRPL34	MRPL13
MRPL34	MRPL9	MRPL34	MRPL9
MRPL34	MRPL4	MRPL34	MRPL4
MRPL34	MRPL1	MRPL34	MRPL1
MRPL34	MRPL37	MRPL34	MRPL37
MRPL34	MRPL18	MRPL34	MRPL18
MRPL34	MRPL46	MRPL34	MRPL46
MRPL34	MRPL44	MRPL34	MRPL44
MRPL34	MRPL47	MRPL34	MRPL47
MRPL34	MRPL40	MRPL34	MRPL40
MRPL34	MRPL17	MRPL34	MRPL17
MRPL34	MRPL22	MRPL34	MRPL22
MRPL34	MRPL16	MRPL34	MRPL16
MRPL34	MRPL39	MRPL34	MRPL39
MRPL34	MRPL35	MRPL34	MRPL35
MRPL34	MRPL15	MRPL34	MRPL15
MRPL34	MRPL36	MRPL34	MRPL36
MRPL34	MRPL27	MRPL34	MRPL27
MRPL34	MRPL11	MRPL34	MRPL11
MRPL34	MRPL42	MRPL34	MRPL42
MRPL45	MRPL32	MRPL45	MRPL32
MRPL45	MRPL20	MRPL45	MRPL20
MRPL45	MRPL13	MRPL45	MRPL13
MRPL45	MRPL9	MRPL45	MRPL9
MRPL45	MRPL4	MRPL45	MRPL4
MRPL45	MRPL1	MRPL45	MRPL1
MRPL45	MRPL37	MRPL45	MRPL37
MRPL45	MRPL18	MRPL45	MRPL18
MRPL45	MRPL46	MRPL45	MRPL46
MRPL45	MRPL44	MRPL45	MRPL44
MRPL45	MRPL47	MRPL45	MRPL47
MRPL45	MRPL40	MRPL45	MRPL40
MRPL45	MRPL17	MRPL45	MRPL17
MRPL45	MRPL22	MRPL45	MRPL22
MRPL45	MRPL16	MRPL45	MRPL16
MRPL45	MRPL39	MRPL45	MRPL39
MRPL45	MRPL35	MRPL45	MRPL35
MRPL45	MRPL15	MRPL45	MRPL15
MRPL45	MRPL36	MRPL45	MRPL36
MRPL45	MRPL27	MRPL45	MRPL27
MRPL45	MRPL11	MRPL45	MRPL11
MRPL45	MRPL42	MRPL45	MRPL42
MRPL32	MRPL20	MRPL32	MRPL20
MRPL32	MRPL13	MRPL32	MRPL13
MRPL32	MRPL9	MRPL32	MRPL9
MRPL32	MRPL4	MRPL32	MRPL4
MRPL32	MRPL1	MRPL32	MRPL1
MRPL32	MRPL37	MRPL32	MRPL37
MRPL32	MRPL18	MRPL32	MRPL18
MRPL32	MRPL46	MRPL32	MRPL46
MRPL32	MRPL44	MRPL32	MRPL44
MRPL32	MRPL47	MRPL32	MRPL47
MRPL32	MRPL40	MRPL32	MRPL40
MRPL32	MRPL17	MRPL32	MRPL17
MRPL32	MRPL22	MRPL32	MRPL22
MRPL32	MRPL16	MRPL32	MRPL16
MRPL32	MRPL39	MRPL32	MRPL39
MRPL32	MRPL35	MRPL32	MRPL35
MRPL32	MRPL15	MRPL32	MRPL15
MRPL32	MRPL36	MRPL32	MRPL36
MRPL32	MRPL27	MRPL32	MRPL27
MRPL32	MRPL11	MRPL32	MRPL11
MRPL32	MRPL42	MRPL32	MRPL42
MRPL20	MRPL13	MRPL20	MRPL13
MRPL20	MRPL9	MRPL20	MRPL9
MRPL20	MRPL4	MRPL20	MRPL4
MRPL20	MRPL1	MRPL20	MRPL1
MRPL20	MRPL37	MRPL20	MRPL37
MRPL20	MRPL18	MRPL20	MRPL18
MRPL20	MRPL46	MRPL20	MRPL46
MRPL20	MRPL44	MRPL20	MRPL44
MRPL20	MRPL47	MRPL20	MRPL47
MRPL20	MRPL40	MRPL20	MRPL40
MRPL20	MRPL17	MRPL20	MRPL17
MRPL20	MRPL22	MRPL20	MRPL22
MRPL20	MRPL16	MRPL20	MRPL16
MRPL20	MRPL39	MRPL20	MRPL39
MRPL20	MRPL35	MRPL20	MRPL35
MRPL20	MRPL15	MRPL20	MRPL15
MRPL20	MRPL36	MRPL20	MRPL36
MRPL20	MRPL27	MRPL20	MRPL27
MRPL20	MRPL11	MRPL20	MRPL11
MRPL20	MRPL42	MRPL20	MRPL42
MRPL13	MRPL9	MRPL13	MRPL9
MRPL13	MRPL4	MRPL13	MRPL4
MRPL13	MRPL1	MRPL13	MRPL1
MRPL13	MRPL37	MRPL13	MRPL37
MRPL13	MRPL18	MRPL13	MRPL18
MRPL13	MRPL46	MRPL13	MRPL46
MRPL13	MRPL44	MRPL13	MRPL44
MRPL13	MRPL47	MRPL13	MRPL47
MRPL13	MRPL40	MRPL13	MRPL40
MRPL13	MRPL17	MRPL13	MRPL17
MRPL13	MRPL22	MRPL13	MRPL22
MRPL13	MRPL16	MRPL13	MRPL16
MRPL13	MRPL39	MRPL13	MRPL39
MRPL13	MRPL35	MRPL13	MRPL35
MRPL13	MRPL15	MRPL13	MRPL15
MRPL13	MRPL36	MRPL13	MRPL36
MRPL13	MRPL27	MRPL13	MRPL27
MRPL13	MRPL11	MRPL13	MRPL11
MRPL13	MRPL42	MRPL13	MRPL42
MRPL9	MRPL4	MRPL9	MRPL4
MRPL9	MRPL1	MRPL9	MRPL1
MRPL9	MRPL37	MRPL9	MRPL37
MRPL9	MRPL18	MRPL9	MRPL18
MRPL9	MRPL46	MRPL9	MRPL46
MRPL9	MRPL44	MRPL9	MRPL44
MRPL9	MRPL47	MRPL9	MRPL47
MRPL9	MRPL40	MRPL9	MRPL40
MRPL9	MRPL17	MRPL9	MRPL17
MRPL9	MRPL22	MRPL9	MRPL22
MRPL9	MRPL16	MRPL9	MRPL16
MRPL9	MRPL39	MRPL9	MRPL39
MRPL9	MRPL35	MRPL9	MRPL35
MRPL9	MRPL15	MRPL9	MRPL15
MRPL9	MRPL36	MRPL9	MRPL36
MRPL9	MRPL27	MRPL9	MRPL27
MRPL9	MRPL11	MRPL9	MRPL11
MRPL9	MRPL42	MRPL9	MRPL42
MRPL4	MRPL1	MRPL4	MRPL1
MRPL4	MRPL37	MRPL4	MRPL37
MRPL4	MRPL18	MRPL4	MRPL18
MRPL4	MRPL46	MRPL4	MRPL46
MRPL4	MRPL44	MRPL4	MRPL44
MRPL4	MRPL47	MRPL4	MRPL47
MRPL4	MRPL40	MRPL4	MRPL40
MRPL4	MRPL17	MRPL4	MRPL17
MRPL4	MRPL22	MRPL4	MRPL22
MRPL4	MRPL16	MRPL4	MRPL16
MRPL4	MRPL39	MRPL4	MRPL39
MRPL4	MRPL35	MRPL4	MRPL35
MRPL4	MRPL15	MRPL4	MRPL15
MRPL4	MRPL36	MRPL4	MRPL36
MRPL4	MRPL27	MRPL4	MRPL27
MRPL4	MRPL11	MRPL4	MRPL11
MRPL4	MRPL42	MRPL4	MRPL42
MRPL1	MRPL37	MRPL1	MRPL37
MRPL1	MRPL18	MRPL1	MRPL18
MRPL1	MRPL46	MRPL1	MRPL46
MRPL1	MRPL44	MRPL1	MRPL44
MRPL1	MRPL47	MRPL1	MRPL47
MRPL1	MRPL40	MRPL1	MRPL40
MRPL1	MRPL17	MRPL1	MRPL17
MRPL1	MRPL22	MRPL1	MRPL22
MRPL1	MRPL16	MRPL1	MRPL16
MRPL1	MRPL39	MRPL1	MRPL39
MRPL1	MRPL35	MRPL1	MRPL35
MRPL1	MRPL15	MRPL1	MRPL15
MRPL1	MRPL36	MRPL1	MRPL36
MRPL1	MRPL27	MRPL1	MRPL27
MRPL1	MRPL11	MRPL1	MRPL11
MRPL1	MRPL42	MRPL1	MRPL42
MRPL37	MRPL18	MRPL37	MRPL18
MRPL37	MRPL46	MRPL37	MRPL46
MRPL37	MRPL44	MRPL37	MRPL44
MRPL37	MRPL47	MRPL37	MRPL47
MRPL37	MRPL40	MRPL37	MRPL40
MRPL37	MRPL17	MRPL37	MRPL17
MRPL37	MRPL22	MRPL37	MRPL22
MRPL37	MRPL16	MRPL37	MRPL16
MRPL37	MRPL39	MRPL37	MRPL39
MRPL37	MRPL35	MRPL37	MRPL35
MRPL37	MRPL15	MRPL37	MRPL15
MRPL37	MRPL36	MRPL37	MRPL36
MRPL37	MRPL27	MRPL37	MRPL27
MRPL37	MRPL11	MRPL37	MRPL11
MRPL37	MRPL42	MRPL37	MRPL42
MRPL18	MRPL46	MRPL18	MRPL46
MRPL18	MRPL44	MRPL18	MRPL44
MRPL18	MRPL47	MRPL18	MRPL47
MRPL18	MRPL40	MRPL18	MRPL40
MRPL18	MRPL17	MRPL18	MRPL17
MRPL18	MRPL22	MRPL18	MRPL22
MRPL18	MRPL16	MRPL18	MRPL16
MRPL18	MRPL39	MRPL18	MRPL39
MRPL18	MRPL35	MRPL18	MRPL35
MRPL18	MRPL15	MRPL18	MRPL15
MRPL18	MRPL36	MRPL18	MRPL36
MRPL18	MRPL27	MRPL18	MRPL27
MRPL18	MRPL11	MRPL18	MRPL11
MRPL18	MRPL42	MRPL18	MRPL42
MRPL46	MRPL44	MRPL46	MRPL44
MRPL46	MRPL47	MRPL46	MRPL47
MRPL46	MRPL40	MRPL46	MRPL40
MRPL46	MRPL17	MRPL46	MRPL17
MRPL46	MRPL22	MRPL46	MRPL22
MRPL46	MRPL16	MRPL46	MRPL16
MRPL46	MRPL39	MRPL46	MRPL39
MRPL46	MRPL35	MRPL46	MRPL35
MRPL46	MRPL15	MRPL46	MRPL15
MRPL46	MRPL36	MRPL46	MRPL36
MRPL46	MRPL27	MRPL46	MRPL27
MRPL46	MRPL11	MRPL46	MRPL11
MRPL46	MRPL42	MRPL46	MRPL42
MRPL44	MRPL47	MRPL44	MRPL47
MRPL44	MRPL40	MRPL44	MRPL40
MRPL44	MRPL17	MRPL44	MRPL17
MRPL44	MRPL22	MRPL44	MRPL22
MRPL44	MRPL16	MRPL44	MRPL16
MRPL44	MRPL39	MRPL44	MRPL39
MRPL44	MRPL35	MRPL44	MRPL35
MRPL44	MRPL15	MRPL44	MRPL15
MRPL44	MRPL36	MRPL44	MRPL36
MRPL44	MRPL27	MRPL44	MRPL27
MRPL44	MRPL11	MRPL44	MRPL11
MRPL44	MRPL42	MRPL44	MRPL42
MRPL47	MRPL40	MRPL47	MRPL40
MRPL47	MRPL17	MRPL47	MRPL17
MRPL47	MRPL22	MRPL47	MRPL22
MRPL47	MRPL16	MRPL47	MRPL16
MRPL47	MRPL39	MRPL47	MRPL39
MRPL47	MRPL35	MRPL47	MRPL35
MRPL47	MRPL15	MRPL47	MRPL15
MRPL47	MRPL36	MRPL47	MRPL36
MRPL47	MRPL27	MRPL47	MRPL27
MRPL47	MRPL11	MRPL47	MRPL11
MRPL47	MRPL42	MRPL47	MRPL42
MRPL40	MRPL17	MRPL40	MRPL17
MRPL40	MRPL22	MRPL40	MRPL22
MRPL40	MRPL16	MRPL40	MRPL16
MRPL40	MRPL39	MRPL40	MRPL39
MRPL40	MRPL35	MRPL40	MRPL35
MRPL40	MRPL15	MRPL40	MRPL15
MRPL40	MRPL36	MRPL40	MRPL36
MRPL40	MRPL27	MRPL40	MRPL27
MRPL40	MRPL11	MRPL40	MRPL11
MRPL40	MRPL42	MRPL40	MRPL42
MRPL17	MRPL22	MRPL17	MRPL22
MRPL17	MRPL16	MRPL17	MRPL16
MRPL17	MRPL39	MRPL17	MRPL39
MRPL17	MRPL35	MRPL17	MRPL35
MRPL17	MRPL15	MRPL17	MRPL15
MRPL17	MRPL36	MRPL17	MRPL36
MRPL17	MRPL27	MRPL17	MRPL27
MRPL17	MRPL11	MRPL17	MRPL11
MRPL17	MRPL42	MRPL17	MRPL42
MRPL22	MRPL16	MRPL22	MRPL16
MRPL22	MRPL39	MRPL22	MRPL39
MRPL22	MRPL35	MRPL22	MRPL35
MRPL22	MRPL15	MRPL22	MRPL15
MRPL22	MRPL36	MRPL22	MRPL36
MRPL22	MRPL27	MRPL22	MRPL27
MRPL22	MRPL11	MRPL22	MRPL11
MRPL22	MRPL42	MRPL22	MRPL42
MRPL16	MRPL39	MRPL16	MRPL39
MRPL16	MRPL35	MRPL16	MRPL35
MRPL16	MRPL15	MRPL16	MRPL15
MRPL16	MRPL36	MRPL16	MRPL36
MRPL16	MRPL27	MRPL16	MRPL27
MRPL16	MRPL11	MRPL16	MRPL11
MRPL16	MRPL42	MRPL16	MRPL42
MRPL39	MRPL35	MRPL39	MRPL35
MRPL39	MRPL15	MRPL39	MRPL15
MRPL39	MRPL36	MRPL39	MRPL36
MRPL39	MRPL27	MRPL39	MRPL27
MRPL39	MRPL11	MRPL39	MRPL11
MRPL39	MRPL42	MRPL39	MRPL42
MRPL35	MRPL15	MRPL35	MRPL15
MRPL35	MRPL36	MRPL35	MRPL36
MRPL35	MRPL27	MRPL35	MRPL27
MRPL35	MRPL11	MRPL35	MRPL11
MRPL35	MRPL42	MRPL35	MRPL42
MRPL15	MRPL36	MRPL15	MRPL36
MRPL15	MRPL27	MRPL15	MRPL27
MRPL15	MRPL11	MRPL15	MRPL11
MRPL15	MRPL42	MRPL15	MRPL42
MRPL36	MRPL27	MRPL36	MRPL27
MRPL36	MRPL11	MRPL36	MRPL11
MRPL36	MRPL42	MRPL36	MRPL42
MRPL27	MRPL11	MRPL27	MRPL11
MRPL27	MRPL42	MRPL27	MRPL42
MRPL11	MRPL42	MRPL11	MRPL42
Sgcd	Sgcg	Sgcd	Sgcg
Sgcd	Sgcb	Sgcd	Sgcb
Sgcd	Sgcz	Sgcd	Sgcz
Sgcg	Sgcb	Sgcg	Sgcb
Sgcg	Sgcz	Sgcg	Sgcz
Sgcb	Sgcz	Sgcb	Sgcz
Sgcd	Sgcb	Sgcd	Sgcb
Sgcd	Sgcz	Sgcd	Sgcz
Sgcb	Sgcz	Sgcb	Sgcz
XRCC6	XRCC5	XRCC6	XRCC5
SFPQ	NONO	SFPQ	NONO
Sgce	Sgcg	Sgce	Sgcg
Sgce	Sgcb	Sgce	Sgcb
Sgce	Sgca	Sgce	Sgca
Sgcg	Sgcb	Sgcg	Sgcb
Sgcg	Sgca	Sgcg	Sgca
Sgcb	Sgca	Sgcb	Sgca
Sgcd	Sgcg	Sgcd	Sgcg
Sgcd	Sgcb	Sgcd	Sgcb
Sgcd	Sgca	Sgcd	Sgca
Sgcg	Sgcb	Sgcg	Sgcb
Sgcg	Sgca	Sgcg	Sgca
Sgcb	Sgca	Sgcb	Sgca
Sgce	Sgcd	Sgce	Sgcd
Sgce	Sgcg	Sgce	Sgcg
Sgce	Sgcb	Sgce	Sgcb
Sgcd	Sgcg	Sgcd	Sgcg
Sgcd	Sgcb	Sgcd	Sgcb
Sgcg	Sgcb	Sgcg	Sgcb
SFPQ	MATR3	SFPQ	MATR3
SFPQ	NONO	SFPQ	NONO
MATR3	NONO	MATR3	NONO
LIG4	AHNAK	LIG4	AHNAK
LIG4	XRCC4	LIG4	XRCC4
AHNAK	XRCC4	AHNAK	XRCC4
Dmd	Sgcd	Dmd	Sgcd
Dmd	Sgcg	Dmd	Sgcg
Dmd	Sgcb	Dmd	Sgcb
Dmd	Sgca	Dmd	Sgca
Dmd	Snta1	Dmd	Snta1
Sgcd	Sgcg	Sgcd	Sgcg
Sgcd	Sgcb	Sgcd	Sgcb
Sgcd	Sgca	Sgcd	Sgca
Sgcd	Snta1	Sgcd	Snta1
Sgcg	Sgcb	Sgcg	Sgcb
Sgcg	Sgca	Sgcg	Sgca
Sgcg	Snta1	Sgcg	Snta1
Sgcb	Sgca	Sgcb	Sgca
Sgcb	Snta1	Sgcb	Snta1
Sgca	Snta1	Sgca	Snta1
RPS17	RPSA	RPS17	RPSA
RPS17	RPS2	RPS17	RPS2
RPS17	RPS3	RPS17	RPS3
RPS17	RPS12	RPS17	RPS12
RPS17	RPS19	RPS17	RPS19
RPS17	RPS9	RPS17	RPS9
RPS17	RPS5	RPS17	RPS5
RPS17	RPS10	RPS17	RPS10
RPS17	RPS20	RPS17	RPS20
RPS17	RPS3A	RPS17	RPS3A
RPS17	RPS7	RPS17	RPS7
RPS17	RPS8	RPS17	RPS8
RPS17	RPS15A	RPS17	RPS15A
RPS17	RPS16	RPS17	RPS16
RPS17	RPS14	RPS17	RPS14
RPS17	RPS23	RPS17	RPS23
RPS17	RPS18	RPS17	RPS18
RPS17	RPS29	RPS17	RPS29
RPS17	RPS13	RPS17	RPS13
RPS17	RPS11	RPS17	RPS11
RPS17	RPS4X	RPS17	RPS4X
RPS17	RPS6	RPS17	RPS6
RPS17	RPS15	RPS17	RPS15
RPS17	RPS24	RPS17	RPS24
RPS17	RPS25	RPS17	RPS25
RPS17	RPS26	RPS17	RPS26
RPS17	RPS28	RPS17	RPS28
RPS17	FAU	RPS17	FAU
RPS17	RPS27A	RPS17	RPS27A
RPS17	RPS21	RPS17	RPS21
RPSA	RPS2	RPSA	RPS2
RPSA	RPS3	RPSA	RPS3
RPSA	RPS12	RPSA	RPS12
RPSA	RPS19	RPSA	RPS19
RPSA	RPS9	RPSA	RPS9
RPSA	RPS5	RPSA	RPS5
RPSA	RPS10	RPSA	RPS10
RPSA	RPS20	RPSA	RPS20
RPSA	RPS3A	RPSA	RPS3A
RPSA	RPS7	RPSA	RPS7
RPSA	RPS8	RPSA	RPS8
RPSA	RPS15A	RPSA	RPS15A
RPSA	RPS16	RPSA	RPS16
RPSA	RPS14	RPSA	RPS14
RPSA	RPS23	RPSA	RPS23
RPSA	RPS18	RPSA	RPS18
RPSA	RPS29	RPSA	RPS29
RPSA	RPS13	RPSA	RPS13
RPSA	RPS11	RPSA	RPS11
RPSA	RPS4X	RPSA	RPS4X
RPSA	RPS6	RPSA	RPS6
RPSA	RPS15	RPSA	RPS15
RPSA	RPS24	RPSA	RPS24
RPSA	RPS25	RPSA	RPS25
RPSA	RPS26	RPSA	RPS26
RPSA	RPS28	RPSA	RPS28
RPSA	FAU	RPSA	FAU
RPSA	RPS27A	RPSA	RPS27A
RPSA	RPS21	RPSA	RPS21
RPS2	RPS3	RPS2	RPS3
RPS2	RPS12	RPS2	RPS12
RPS2	RPS19	RPS2	RPS19
RPS2	RPS9	RPS2	RPS9
RPS2	RPS5	RPS2	RPS5
RPS2	RPS10	RPS2	RPS10
RPS2	RPS20	RPS2	RPS20
RPS2	RPS3A	RPS2	RPS3A
RPS2	RPS7	RPS2	RPS7
RPS2	RPS8	RPS2	RPS8
RPS2	RPS15A	RPS2	RPS15A
RPS2	RPS16	RPS2	RPS16
RPS2	RPS14	RPS2	RPS14
RPS2	RPS23	RPS2	RPS23
RPS2	RPS18	RPS2	RPS18
RPS2	RPS29	RPS2	RPS29
RPS2	RPS13	RPS2	RPS13
RPS2	RPS11	RPS2	RPS11
RPS2	RPS4X	RPS2	RPS4X
RPS2	RPS6	RPS2	RPS6
RPS2	RPS15	RPS2	RPS15
RPS2	RPS24	RPS2	RPS24
RPS2	RPS25	RPS2	RPS25
RPS2	RPS26	RPS2	RPS26
RPS2	RPS28	RPS2	RPS28
RPS2	FAU	RPS2	FAU
RPS2	RPS27A	RPS2	RPS27A
RPS2	RPS21	RPS2	RPS21
RPS3	RPS12	RPS3	RPS12
RPS3	RPS19	RPS3	RPS19
RPS3	RPS9	RPS3	RPS9
RPS3	RPS5	RPS3	RPS5
RPS3	RPS10	RPS3	RPS10
RPS3	RPS20	RPS3	RPS20
RPS3	RPS3A	RPS3	RPS3A
RPS3	RPS7	RPS3	RPS7
RPS3	RPS8	RPS3	RPS8
RPS3	RPS15A	RPS3	RPS15A
RPS3	RPS16	RPS3	RPS16
RPS3	RPS14	RPS3	RPS14
RPS3	RPS23	RPS3	RPS23
RPS3	RPS18	RPS3	RPS18
RPS3	RPS29	RPS3	RPS29
RPS3	RPS13	RPS3	RPS13
RPS3	RPS11	RPS3	RPS11
RPS3	RPS4X	RPS3	RPS4X
RPS3	RPS6	RPS3	RPS6
RPS3	RPS15	RPS3	RPS15
RPS3	RPS24	RPS3	RPS24
RPS3	RPS25	RPS3	RPS25
RPS3	RPS26	RPS3	RPS26
RPS3	RPS28	RPS3	RPS28
RPS3	FAU	RPS3	FAU
RPS3	RPS27A	RPS3	RPS27A
RPS3	RPS21	RPS3	RPS21
RPS12	RPS19	RPS12	RPS19
RPS12	RPS9	RPS12	RPS9
RPS12	RPS5	RPS12	RPS5
RPS12	RPS10	RPS12	RPS10
RPS12	RPS20	RPS12	RPS20
RPS12	RPS3A	RPS12	RPS3A
RPS12	RPS7	RPS12	RPS7
RPS12	RPS8	RPS12	RPS8
RPS12	RPS15A	RPS12	RPS15A
RPS12	RPS16	RPS12	RPS16
RPS12	RPS14	RPS12	RPS14
RPS12	RPS23	RPS12	RPS23
RPS12	RPS18	RPS12	RPS18
RPS12	RPS29	RPS12	RPS29
RPS12	RPS13	RPS12	RPS13
RPS12	RPS11	RPS12	RPS11
RPS12	RPS4X	RPS12	RPS4X
